Video,Label,Frame,Cheek_Right_Mag,FPS
video11_final.mp4,Healthy,7,0.004379806662484073,20.0
video11_final.mp4,Healthy,8,0.006607207795396866,20.0
video11_final.mp4,Healthy,9,0.008362151937212167,20.0
video11_final.mp4,Healthy,10,0.0031922011383484993,20.0
video11_final.mp4,Healthy,11,0.006198379262352469,20.0
video11_final.mp4,Healthy,12,0.006131040574455434,20.0
video11_final.mp4,Healthy,13,0.0029243720856562717,20.0
video11_final.mp4,Healthy,14,0.012448795491670338,20.0
video11_final.mp4,Healthy,15,0.00680035870722351,20.0
video11_final.mp4,Healthy,16,0.011165365663148411,20.0
video11_final.mp4,Healthy,17,0.004895706029602321,20.0
video11_final.mp4,Healthy,18,0.004316162379030751,20.0
video11_final.mp4,Healthy,19,0.01287181731977773,20.0
video11_final.mp4,Healthy,20,0.013019357091433334,20.0
video11_final.mp4,Healthy,21,0.004192371390299388,20.0
video11_final.mp4,Healthy,22,0.005686346125661933,20.0
video11_final.mp4,Healthy,23,0.0045632920737247885,20.0
video11_final.mp4,Healthy,24,0.01257421779941545,20.0
video11_final.mp4,Healthy,25,0.014602041591511674,20.0
video11_final.mp4,Healthy,26,0.009343453656243315,20.0
video11_final.mp4,Healthy,27,0.004327944002990059,20.0
video11_final.mp4,Healthy,28,0.004154495708567799,20.0
video11_final.mp4,Healthy,29,0.011472636468201198,20.0
video11_final.mp4,Healthy,30,0.010175721046113483,20.0
video11_final.mp4,Healthy,31,0.006756977978000329,20.0
video11_final.mp4,Healthy,32,0.0055081971541658375,20.0
video11_final.mp4,Healthy,33,0.004482727464777014,20.0
video11_final.mp4,Healthy,34,0.006179515428733004,20.0
video11_final.mp4,Healthy,35,0.006670439205856226,20.0
video11_final.mp4,Healthy,36,0.002524902461954712,20.0
video11_final.mp4,Healthy,37,0.01001277845507366,20.0
video11_final.mp4,Healthy,38,0.007225739242291288,20.0
video11_final.mp4,Healthy,39,0.007238708367014457,20.0
video11_final.mp4,Healthy,40,0.007568869579590165,20.0
video11_final.mp4,Healthy,41,0.00312244618241928,20.0
video11_final.mp4,Healthy,42,0.006862712259321097,20.0
