Video,Label,Frame,Eye_Right_Mag,FPS
video10_final.mp4,Healthy,14,0.0030842655552325003,20.0
video10_final.mp4,Healthy,15,0.00563614119871816,20.0
video10_final.mp4,Healthy,16,0.006546946077182526,20.0
video10_final.mp4,Healthy,17,0.006929375766871909,20.0
video10_final.mp4,Healthy,18,0.014031901765232339,20.0
video10_final.mp4,Healthy,19,0.0074385247644344265,20.0
video10_final.mp4,Healthy,20,0.008931309270260585,20.0
video10_final.mp4,Healthy,21,0.006268773344270132,20.0
video10_final.mp4,Healthy,22,0.009261164550589023,20.0
video10_final.mp4,Healthy,23,0.006180441251285828,20.0
video10_final.mp4,Healthy,24,0.004500239848533169,20.0
video10_final.mp4,Healthy,25,0.007164284287152357,20.0
video10_final.mp4,Healthy,26,0.014164196266807776,20.0
video10_final.mp4,Healthy,27,0.010263905036021193,20.0
video10_final.mp4,Healthy,28,0.005963089350150668,20.0
video10_final.mp4,Healthy,29,0.007756697528636538,20.0
video10_final.mp4,Healthy,30,0.009297219616772464,20.0
video10_final.mp4,Healthy,31,0.00631568114626113,20.0
video10_final.mp4,Healthy,32,0.008210862651935191,20.0
video10_final.mp4,Healthy,33,0.0063192110799117,20.0
video10_final.mp4,Healthy,34,0.005598748019597656,20.0
video10_final.mp4,Healthy,35,0.02932073779355621,20.0
video10_final.mp4,Healthy,36,0.01688451953119167,20.0
video10_final.mp4,Healthy,37,0.01302293214148496,20.0
video10_final.mp4,Healthy,38,0.024182281686047725,20.0
video10_final.mp4,Healthy,39,0.01983770651192228,20.0
video10_final.mp4,Healthy,40,0.0225443727931577,20.0
video10_final.mp4,Healthy,41,0.013528122270383304,20.0
video10_final.mp4,Healthy,42,0.008847930845125964,20.0
video10_final.mp4,Healthy,43,0.004122029814356513,20.0
video10_final.mp4,Healthy,44,0.01197348351536273,20.0
video10_final.mp4,Healthy,45,0.0013045549625196036,20.0
video10_final.mp4,Healthy,46,0.01082148814920781,20.0
video10_final.mp4,Healthy,47,0.02273152112047598,20.0
video10_final.mp4,Healthy,48,0.020720525488138367,20.0
video10_final.mp4,Healthy,49,0.010547665311154968,20.0
video10_final.mp4,Healthy,50,0.022305755865063448,20.0
video10_final.mp4,Healthy,51,0.013604898329855047,20.0
video10_final.mp4,Healthy,52,0.010190047449490957,20.0
video10_final.mp4,Healthy,53,0.011160921949651074,20.0
video10_final.mp4,Healthy,54,0.013030967946463782,20.0
video10_final.mp4,Healthy,55,0.005961529809141273,20.0
video10_final.mp4,Healthy,56,0.009855950898183608,20.0
video10_final.mp4,Healthy,57,0.008110999085210032,20.0
video10_final.mp4,Healthy,58,0.007885031435982907,20.0
video10_final.mp4,Healthy,59,0.009473180475238877,20.0
video10_final.mp4,Healthy,60,0.008115026142784003,20.0
video10_final.mp4,Healthy,61,0.004947685231636711,20.0
video10_final.mp4,Healthy,62,0.006672614283838086,20.0
video10_final.mp4,Healthy,63,0.006265154357310689,20.0
video10_final.mp4,Healthy,64,0.01319878066158296,20.0
video10_final.mp4,Healthy,65,0.005807907378668812,20.0
video10_final.mp4,Healthy,66,0.032060213972720006,20.0
video10_final.mp4,Healthy,67,0.023179101472037264,20.0
video10_final.mp4,Healthy,68,0.017301337313010003,20.0
video10_final.mp4,Healthy,69,0.010683089713250875,20.0
video10_final.mp4,Healthy,70,0.015281697808158261,20.0
video10_final.mp4,Healthy,71,0.018880946220692224,20.0
video10_final.mp4,Healthy,72,0.026336197782662513,20.0
video10_final.mp4,Healthy,73,0.002517538680041183,20.0
video10_final.mp4,Healthy,74,0.0036919697959406643,20.0
