Video,Label,Frame,Eye_Left_Mag,FPS
video10_final.mp4,Healthy,39,0.01673187035478823,20.0
video10_final.mp4,Healthy,40,0.014087924644358096,20.0
video10_final.mp4,Healthy,41,0.006064829241210916,20.0
video10_final.mp4,Healthy,42,0.004252555903416092,20.0
video10_final.mp4,Healthy,43,0.005430564604770065,20.0
video10_final.mp4,Healthy,44,0.008644165222028582,20.0
video10_final.mp4,Healthy,45,0.004230345671087445,20.0
video10_final.mp4,Healthy,46,0.0036572601498980196,20.0
video10_final.mp4,Healthy,47,0.012998067996974842,20.0
video10_final.mp4,Healthy,48,0.01395530667697215,20.0
video10_final.mp4,Healthy,49,0.008386377222981018,20.0
video10_final.mp4,Healthy,50,0.018900601941275703,20.0
video10_final.mp4,Healthy,51,0.014551014546122981,20.0
video10_final.mp4,Healthy,52,0.009924625666170273,20.0
video10_final.mp4,Healthy,53,0.00681652681045246,20.0
video10_final.mp4,Healthy,54,0.009615572759516937,20.0
video10_final.mp4,Healthy,55,0.006041796641571221,20.0
video10_final.mp4,Healthy,56,0.005476942302711095,20.0
video10_final.mp4,Healthy,57,0.008576118419594074,20.0
video10_final.mp4,Healthy,58,0.005893057284549317,20.0
video10_final.mp4,Healthy,59,0.004537932417463116,20.0
video10_final.mp4,Healthy,60,0.008839392605688588,20.0
video10_final.mp4,Healthy,61,0.005080831156079214,20.0
video10_final.mp4,Healthy,62,0.007834714209747783,20.0
video10_final.mp4,Healthy,63,0.007367260582188251,20.0
video10_final.mp4,Healthy,64,0.011479790521397288,20.0
video10_final.mp4,Healthy,65,0.0039215695490497195,20.0
video10_final.mp4,Healthy,66,0.03447010407059615,20.0
video10_final.mp4,Healthy,67,0.01877002132858983,20.0
video10_final.mp4,Healthy,68,0.01722742979705596,20.0
video10_final.mp4,Healthy,69,0.006712066769666553,20.0
video10_final.mp4,Healthy,70,0.011628991928071819,20.0
video10_final.mp4,Healthy,71,0.009435664440950986,20.0
video10_final.mp4,Healthy,72,0.019941042137110693,20.0
video10_final.mp4,Healthy,73,0.0050501648276093675,20.0
video10_final.mp4,Healthy,74,0.0019514391915623913,20.0
video10_final.mp4,Healthy,75,0.0014363431856539346,20.0
video10_final.mp4,Healthy,76,0.015477963566750293,20.0
video10_final.mp4,Healthy,77,0.0053324696623154805,20.0
video10_final.mp4,Healthy,78,0.006433576012900902,20.0
video10_final.mp4,Healthy,79,0.007592937944016815,20.0
video10_final.mp4,Healthy,80,0.008556173474887198,20.0
video10_final.mp4,Healthy,81,0.013136433362828407,20.0
video10_final.mp4,Healthy,82,0.011274456148820557,20.0
video10_final.mp4,Healthy,83,0.026658510377757547,20.0
video10_final.mp4,Healthy,84,0.0465574173996289,20.0
video10_final.mp4,Healthy,85,0.030575766467043703,20.0
video10_final.mp4,Healthy,86,0.046024410441927684,20.0
video10_final.mp4,Healthy,87,0.029219775421726022,20.0
video10_final.mp4,Healthy,88,0.044603673036877865,20.0
video10_final.mp4,Healthy,89,0.027229190331619482,20.0
video10_final.mp4,Healthy,90,0.03484020760801579,20.0
video10_final.mp4,Healthy,91,0.02172618396455582,20.0
video10_final.mp4,Healthy,92,0.01245089193374416,20.0
video10_final.mp4,Healthy,93,0.0051755531972368825,20.0
video10_final.mp4,Healthy,94,0.03250562307790613,20.0
video10_final.mp4,Healthy,95,0.031392534901477274,20.0
video10_final.mp4,Healthy,96,0.036153450059943644,20.0
video10_final.mp4,Healthy,97,0.027971451282494453,20.0
video10_final.mp4,Healthy,98,0.07080691244346718,20.0
video10_final.mp4,Healthy,99,0.06757131947763972,20.0
video10_final.mp4,Healthy,100,0.09657825350692595,20.0
video11_final.mp4,Healthy,1,0.0,20.0
video11_final.mp4,Healthy,2,0.01202305414119059,20.0
video11_final.mp4,Healthy,3,0.003890042985044591,20.0
video11_final.mp4,Healthy,4,0.011748477853018718,20.0
video11_final.mp4,Healthy,5,0.008411112647544919,20.0
video11_final.mp4,Healthy,6,0.010947501050016134,20.0
video11_final.mp4,Healthy,7,0.005452767785842548,20.0
video11_final.mp4,Healthy,8,0.008076965786063766,20.0
video11_final.mp4,Healthy,9,0.015598157353098357,20.0
video11_final.mp4,Healthy,10,0.00804616391091234,20.0
video11_final.mp4,Healthy,11,0.002190775160516412,20.0
video11_final.mp4,Healthy,12,0.010344905139503055,20.0
video11_final.mp4,Healthy,13,0.006325569109366289,20.0
video11_final.mp4,Healthy,14,0.006522747924832663,20.0
video11_final.mp4,Healthy,15,0.007948894801059498,20.0
video11_final.mp4,Healthy,16,0.004059264917276995,20.0
video11_final.mp4,Healthy,17,0.006566994078118361,20.0
video11_final.mp4,Healthy,18,0.008585414534697836,20.0
video11_final.mp4,Healthy,19,0.01721312021563862,20.0
video11_final.mp4,Healthy,20,0.02485919507487562,20.0
video11_final.mp4,Healthy,21,0.014537066011289094,20.0
video11_final.mp4,Healthy,22,0.008732389116687321,20.0
video11_final.mp4,Healthy,23,0.004712527071906464,20.0
video11_final.mp4,Healthy,24,0.014756185492890985,20.0
video11_final.mp4,Healthy,25,0.02498253319186737,20.0
video11_final.mp4,Healthy,26,0.016240337751613772,20.0
video11_final.mp4,Healthy,27,0.011400291468776186,20.0
video11_final.mp4,Healthy,28,0.0037200193071783294,20.0
video11_final.mp4,Healthy,29,0.010208244675115425,20.0
video11_final.mp4,Healthy,30,0.014614892184262674,20.0
video11_final.mp4,Healthy,31,0.0048898318755117775,20.0
video11_final.mp4,Healthy,32,0.008417457770008775,20.0
video11_final.mp4,Healthy,33,0.0047522641072767526,20.0
video11_final.mp4,Healthy,34,0.009717525304814295,20.0
video11_final.mp4,Healthy,35,0.0037495367580494057,20.0
video11_final.mp4,Healthy,36,0.006424928422144501,20.0
video11_final.mp4,Healthy,37,0.015337946804234647,20.0
video11_final.mp4,Healthy,38,0.003640356134802777,20.0
video11_final.mp4,Healthy,39,0.0060519237474384565,20.0
video11_final.mp4,Healthy,40,0.006117913877929211,20.0
video11_final.mp4,Healthy,41,0.006931243100980725,20.0
video11_final.mp4,Healthy,42,0.008960597814513353,20.0
video11_final.mp4,Healthy,43,0.013866733136434377,20.0
video11_final.mp4,Healthy,44,0.009031518482285778,20.0
video11_final.mp4,Healthy,45,0.009179902944310987,20.0
video11_final.mp4,Healthy,46,0.006592146801224973,20.0
video11_final.mp4,Healthy,47,0.00960572312803709,20.0
video11_final.mp4,Healthy,48,0.008130968115538331,20.0
video11_final.mp4,Healthy,49,0.011788571917320823,20.0
video11_final.mp4,Healthy,50,0.007920691030816926,20.0
video11_final.mp4,Healthy,51,0.008887611081794557,20.0
video11_final.mp4,Healthy,52,0.015307874048910762,20.0
video11_final.mp4,Healthy,53,0.03039583867414224,20.0
video11_final.mp4,Healthy,54,0.04326185498272731,20.0
video11_final.mp4,Healthy,55,0.03652663207523962,20.0
video11_final.mp4,Healthy,56,0.01722840336965419,20.0
video11_final.mp4,Healthy,57,0.01935004971969559,20.0
video11_final.mp4,Healthy,58,0.022247891981857035,20.0
video11_final.mp4,Healthy,59,0.021274220173550514,20.0
video11_final.mp4,Healthy,60,0.02586851855579908,20.0
video11_final.mp4,Healthy,61,0.01190165037889788,20.0
video11_final.mp4,Healthy,62,0.05627125910767833,20.0
video11_final.mp4,Healthy,63,0.02810409535497214,20.0
video11_final.mp4,Healthy,64,0.014969113485239256,20.0
video11_final.mp4,Healthy,65,0.006465109412372899,20.0
video11_final.mp4,Healthy,66,0.016213589127102163,20.0
video11_final.mp4,Healthy,67,0.015067762791729522,20.0
video11_final.mp4,Healthy,68,0.007854941692306397,20.0
video11_final.mp4,Healthy,69,0.027989525817353783,20.0
video11_final.mp4,Healthy,70,0.027685405981741667,20.0
video11_final.mp4,Healthy,71,0.010713971584484993,20.0
video11_final.mp4,Healthy,72,0.016083641016776132,20.0
video11_final.mp4,Healthy,73,0.0029254483121303153,20.0
video11_final.mp4,Healthy,74,0.014138159863611647,20.0
video11_final.mp4,Healthy,75,0.03307249952986264,20.0
video11_final.mp4,Healthy,76,0.0518279463321743,20.0
video11_final.mp4,Healthy,77,0.03148227108825765,20.0
video11_final.mp4,Healthy,78,0.03491880631033371,20.0
video11_final.mp4,Healthy,79,0.029351676860073832,20.0
video11_final.mp4,Healthy,80,0.031638069682334166,20.0
video11_final.mp4,Healthy,81,0.00780884779291529,20.0
video11_final.mp4,Healthy,82,0.03603403295081511,20.0
video11_final.mp4,Healthy,83,0.02549214547616361,20.0
video11_final.mp4,Healthy,84,0.021576770892579793,20.0
video11_final.mp4,Healthy,85,0.02858032856126324,20.0
video11_final.mp4,Healthy,86,0.006596647918495406,20.0
